mobiles,prices,currency,new_used,web,2019-03-22 16:55:29
Galaxy A9 (2018) - 6.3-inch 128GB Dual SIM Mobile Phone - Caviar Black,8500,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J6+ - 6.0-inch 32GB 4G Mobile Phone - Black,2739,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J4+ - 6.0-inch 32GB 4G Mobile Phone - Gold,2379,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J6+ - 6.0-inch 32GB 4G Mobile Phone - Red,2739,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J4 Core - 6.0-inch 16GB 4G Mobile Phone - Blue,1829,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J4 Core - 6.0-inch 16GB 4G Mobile Phone - Black,1829,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy Note9 - 6.4-inch 128GB Dual SIM Mobile Phone - Ocean Blue,13999,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J6+ - 6.0-inch 32GB 4G Mobile Phone - Gray,2799,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy A7 (2018) - 6.0-inch 128GB Dual SIM 4G Mobile Phone - Blue,5560,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy A7 (2018) - 6.0-inch 128GB Dual SIM 4G Mobile Phone - Gold,5545,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J4+ - 6.0-inch 32GB 4G Mobile Phone - Black,2425,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy A7 (2018) - 6.0-inch 128GB Dual SIM 4G Mobile Phone - Black,5525,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy Note9 - 6.4-inch 128GB Dual SIM Mobile Phone - Midnight Black,13999,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy Note9 - 6.4-inch 512GB Dual SIM Mobile Phone - Ocean Blue,19479,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
"Galaxy S7 Edge Duos - 5.5"" - 32GB Dual SIM Mobile Phone - Gold",8700,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy S10+ - 6.4-inch 128GB Mobile Phone - Prism Black,17849,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy A9 (2018) - 6.3-inch 128GB Dual SIM Mobile Phone - Ocean Blue,8439,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
"Galaxy Note8 Duos - 6.3"" - 64GB - 4G Dual SIM Mobile Phone - Orchid Grey",10699,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
"Galaxy Note8 Duos - 6.3"" - 64GB - 4G Dual SIM Mobile Phone - Maple Gold",11500,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
"Galaxy S8+ - 6.2"" - 64GB Dual SIM Mobile Phone - Maple Gold",10599,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
"Galaxy S8 - 5.8"" - 64GB Mobile Phone - Maple Gold",7977,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
Galaxy J4 Core - 6.0-inch 16GB 4G Mobile Phone - Gold,1870,EGP,new,https://www.jumia.com.eg/mobile-phones/,2019-03-22 16:55:29
