"RT @FAZALAB99606822: @Writer_lighter_ @AnsahDurrani BESHAK",FALSE,0,NA,2019-10-29 12:27:28,FALSE,NA,"1189156796264599555",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AnsahDurrani",1,TRUE,FALSE,NA,NA
"@Writer_lighter_ @geonews_urdu Right",FALSE,0,"Writer_lighter_",2019-10-29 11:37:35,FALSE,"1189064066997899264","1189144242230304768","2991442010","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mianijaz237",0,FALSE,FALSE,NA,NA
"@waqarwatoo @frhtdar @Writer_lighter_ @geonews_urdu تم میں اور اس میں کوئی فرق نہیں 
اس چول نی برقعہ پر حملہ کیا او… https://t.co/Z70hoW5ku9",FALSE,0,"waqarwatoo",2019-10-29 11:18:13,TRUE,"1189095506057846784","1189139368721735686","3232495902","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MuslimRuleAgain",0,FALSE,FALSE,NA,NA
"@frhtdar @Writer_lighter_ @geonews_urdu یہ کیا بکواس ہے ؟ اس عورت کو سلام کرو کہ یہ برقعہ لیتی ہے اور یہ اسکا اپنا… https://t.co/8vk1edDAGG",FALSE,0,"frhtdar",2019-10-29 11:17:10,TRUE,"1189075034989572096","1189139107085201408","49791379","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MuslimRuleAgain",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @geonews_urdu ملک کا تیس سال لوٹا ؟ نوازُشریف زرداری بھٹوز
معیشت کا بیڑا غرق کیا شریف زرادری مافیا… https://t.co/T8pVRKWJLh",FALSE,0,"Writer_lighter_",2019-10-29 11:15:01,TRUE,"1189064066997899264","1189138565428588544","2991442010","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MuslimRuleAgain",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ Behtareen",FALSE,0,"Writer_lighter_",2019-10-29 10:22:17,FALSE,"1187708296184111105","1189125295334395904","2991442010","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","abdulmalik0342",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @MoulanaOfficial لیڈر میں اخلاص ہونا بھی ضروری ہے😂😂",FALSE,0,"Writer_lighter_",2019-10-29 09:53:25,FALSE,"1189040071070097408","1189118029348642816","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SajUu41",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ ❤️❤️",FALSE,0,"Writer_lighter_",2019-10-29 09:26:09,FALSE,"1187708296184111105","1189111166146093056","2991442010","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","GulaliBacha",0,FALSE,FALSE,NA,NA
"@frhtdar @Writer_lighter_ @geonews_urdu منہ بند کر کتی دیا پترا",FALSE,0,"frhtdar",2019-10-29 08:23:55,FALSE,"1189075034989572096","1189095506057846784","49791379","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","waqarwatoo",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @MoulanaOfficial Lainatullah beshumar...",FALSE,0,"Writer_lighter_",2019-10-29 08:03:04,FALSE,"1188773076714082304","1189090259436494848","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","2_Brave_Heart",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ جزاکم اللہ خیراً کثیرا۔ رب العالمین ہماری اور آپ کی نیک تمناؤں کو پورا فرمائے آمین۔",FALSE,1,"Writer_lighter_",2019-10-29 07:58:02,FALSE,"1187708296184111105","1189088992307929088","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","KTayyap",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @MoulanaOfficial سبحان الله",FALSE,1,"Writer_lighter_",2019-10-29 07:40:52,FALSE,"1188807091517116416","1189084669976952833","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","8p3wcIO8ZTlvUT8",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @asadjam66391282 ماشاء اللہ 
نصر من اللہ وفتح قریب",FALSE,1,"Writer_lighter_",2019-10-29 07:38:59,FALSE,"1188773278292291584","1189084199157948416","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","8p3wcIO8ZTlvUT8",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ Weldone and Allah Pak Kamrab karay.ameen",FALSE,0,"Writer_lighter_",2019-10-29 07:17:52,FALSE,"1187708296184111105","1189078885234827264","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MalikAh999666",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @geonews_urdu Ameen",FALSE,0,"Writer_lighter_",2019-10-29 07:10:39,FALSE,"1189064066997899264","1189077069319364608","2991442010","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ShoaibK65121700",0,FALSE,FALSE,NA,NA
"@Writer_lighter_ @geonews_urdu تم کیسے بچ گیے ؟ برقعہ میں مولوی ۔",FALSE,0,"Writer_lighter_",2019-10-29 07:02:34,FALSE,"1189064066997899264","1189075034989572096","2991442010","<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","frhtdar",0,FALSE,FALSE,NA,NA
"RT @immalakkashif: @Writer_lighter_ #عوامی_سمندر_اسلام_آباد_کی_طرف 
ماشااللہ بہت خوب۔ اللہ تعالی ہم سب پر رحم کرے ۔👍",FALSE,0,NA,2019-10-29 06:53:43,FALSE,NA,"1189072807507968001",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AfridiAbaseen",2,TRUE,FALSE,NA,NA
"@Bhai_Jaan_Ahmad @Writer_lighter_ Very good",FALSE,1,"Bhai_Jaan_Ahmad",2019-10-29 06:49:03,FALSE,"1188379949301940225","1189071630036885504","997853624347787264","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","muzaffar1949",0,FALSE,FALSE,NA,NA
